depth,Minimax NewHeur Avg Time,Minimax OldHeur Avg Time,Winner,Who First
5,2.3508792519569397,3.7516508443014964,new,new
5,2.338464766740799,3.6694203444889615,new,new
5,2.310516119003296,3.702793836593628,new,new
5,2.3090723752975464,3.664153371538435,new,new
5,2.280205935239792,3.5918764727456227,new,new
5,2.2801425457000732,3.6130153111049106,new,new
5,2.251956194639206,3.5987416335514615,new,new
5,2.199454575777054,3.458021879196167,new,new
5,2.298530161380768,3.7414484364645824,new,new
5,2.366030514240265,3.7263027599879672,new,new
5,2.3125098943710327,3.6806261198861256,new,new
5,2.3285886347293854,3.6555608000074113,new,new
5,2.2849541008472443,3.6333018030439104,new,new
5,2.2682534754276276,3.6356890201568604,new,new
5,2.395993083715439,3.6835512093135288,new,new
5,2.3410558104515076,3.6951305866241455,new,new
5,2.289886623620987,3.646944454738072,new,new
5,2.259662479162216,3.566242047718593,new,new
5,2.241549074649811,3.5615618228912354,new,new
5,2.2207794785499573,3.546591179711478,new,new
5,2.2865101099014282,3.755119800567627,new,new
5,2.3542566299438477,3.72586076600211,new,new
5,2.2061290442943573,3.483415365219116,new,new
5,2.313084155321121,3.7590019021715437,new,new
5,2.327500581741333,3.6700250761849538,new,new
5,2.458634376525879,3.891703265053885,new,new
5,2.5207623839378357,3.9690803459712436,new,new
5,2.461120069026947,3.8875318595341275,new,new
5,2.2270183861255646,3.5103085381644115,new,new
5,2.2171675860881805,3.555320773805891,new,new
5,2.228379398584366,3.588499001094273,new,new
5,2.231774866580963,3.497112546648298,new,new
5,2.2791856825351715,3.821580410003662,new,new
5,2.2702169716358185,3.702718360083444,new,new
5,2.4946321547031403,3.9640984535217285,new,new
5,2.513259381055832,3.9896654060908725,new,new
5,2.3451073467731476,3.9644109862191335,new,new
5,2.4253175854682922,3.828021935054234,new,new
5,2.34658619761467,3.728437219347273,new,new
5,2.2718580067157745,3.6202634062085832,new,new
5,2.2609580159187317,3.5798031261989047,new,new
5,2.2347764670848846,3.540895632335118,new,new
5,2.1720216870307922,3.421722888946533,new,new
5,2.153099775314331,3.417574235371181,new,new
5,2.2449224293231964,3.5777274199894498,new,new
5,2.1979535818099976,3.4289072922297885,new,new
5,2.1670224368572235,3.5373540265219554,new,new
5,2.269900858402252,3.6005050114222934,new,new
5,2.273807317018509,3.6093837874276296,new,new
5,2.255711317062378,3.5968715122767856,new,new
5,2.457643359899521,4.372671551174587,tie,old
5,2.314567267894745,4.20404495133294,tie,old
5,2.3315526247024536,4.209020959006415,tie,old
5,2.313089519739151,4.06896612379286,tie,old
5,2.3561162650585175,4.1791103680928545,tie,old
5,2.3576413691043854,4.1808474858601885,tie,old
5,2.353348672389984,4.1935975551605225,tie,old
5,2.352757304906845,4.198211908340454,tie,old
5,2.355311542749405,4.197240246666802,tie,old
5,2.420760452747345,4.266751130421956,tie,old
5,2.389010787010193,4.374398443433973,tie,old
5,2.3838317692279816,4.284196138381958,tie,old
5,2.2788437604904175,4.053658405939738,tie,old
5,2.2780400216579437,4.054776430130005,tie,old
5,2.266048491001129,4.040810505549113,tie,old
5,2.268756628036499,4.06146338250902,tie,old
5,2.2609237730503082,4.0324569543202715,tie,old
5,2.260354846715927,4.022133085462782,tie,old
5,2.257191777229309,4.022644546296862,tie,old
5,2.2633905708789825,4.013064675860935,tie,old
5,2.277176260948181,4.0173782242669,tie,old
5,2.272207885980606,4.031515333387587,tie,old
5,2.2705477476119995,4.046182473500569,tie,old
5,2.263565868139267,4.027526802486843,tie,old
5,2.2649517953395844,4.040236208173964,tie,old
5,2.260577291250229,4.017715242173937,tie,old
5,2.2619188129901886,4.027016427781847,tie,old
5,2.254297435283661,4.019583861033122,tie,old
5,2.2659690976142883,4.025159438451131,tie,old
5,2.2681322395801544,4.034511062833998,tie,old
5,2.2629736363887787,4.02542339430915,tie,old
5,2.255977600812912,4.017440769407484,tie,old
5,2.250962972640991,4.009274270799425,tie,old
5,2.2586611807346344,4.022257698906793,tie,old
5,2.2460890412330627,4.007396512561375,tie,old
5,2.250727504491806,4.008208168877496,tie,old
5,2.2541609704494476,4.009311861462063,tie,old
5,2.2549470365047455,4.013980362150404,tie,old
5,2.2516795098781586,4.026917616526286,tie,old
5,2.2573776841163635,4.01609116130405,tie,old
5,2.2649150490760803,4.018203205532497,tie,old
5,2.2530824542045593,4.006248686048719,tie,old
5,2.2500575184822083,4.004808690812853,tie,old
5,2.2612012028694153,4.028131723403931,tie,old
5,2.2548750936985016,4.0333281887902155,tie,old
5,2.254630446434021,4.026708788341946,tie,old
5,2.2650018334388733,4.012844562530518,tie,old
5,2.2523511052131653,4.016111559338039,tie,old
5,2.2524754106998444,4.003329435984294,tie,old
5,2.3828808963298798,4.154495663113064,tie,old
