depth,Minimax NewHeur Avg Time,Minimax OldHeur Avg Time,Winner,Who First
4,0.27377085252241656,0.23745007514953614,new,new
4,0.2765954841266979,0.24281818866729737,new,new
4,0.2783057256178422,0.23847227096557616,new,new
4,0.2765624523162842,0.23908836841583253,new,new
4,0.27526192231611774,0.24059820175170898,new,new
4,0.27583386681296607,0.2382880210876465,new,new
4,0.2762237245386297,0.2389988899230957,new,new
4,0.2747754617170854,0.2376913070678711,new,new
4,0.27609489180824975,0.23999738693237305,new,new
4,0.27527642250061035,0.23940811157226563,new,new
4,0.2768275954506614,0.23969871997833253,new,new
4,0.27598987926136365,0.23855137825012207,new,new
4,0.2761057073419744,0.238761043548584,new,new
4,0.27726834470575507,0.24148886203765868,new,new
4,0.27599872242320667,0.2390981674194336,new,new
4,0.2764867002313787,0.23928096294403076,new,new
4,0.27567191557450726,0.23847546577453613,new,new
4,0.27506204084916547,0.23922374248504638,new,new
4,0.2754214893687855,0.24083681106567384,new,new
4,0.2738074172626842,0.23790853023529052,new,new
4,0.2753877423026345,0.23878116607666017,new,new
4,0.2763901407068426,0.2396526336669922,new,new
4,0.27724747224287555,0.24190621376037597,new,new
4,0.27800559997558594,0.24133660793304443,new,new
4,0.27734153920953925,0.24127838611602784,new,new
4,0.27624513886191626,0.23887395858764648,new,new
4,0.27525056492198596,0.2396153450012207,new,new
4,0.27738551660017535,0.23964323997497558,new,new
4,0.28132200241088867,0.24085137844085694,new,new
4,0.27797432379289105,0.24101638793945312,new,new
4,0.2768990776755593,0.24053647518157958,new,new
4,0.2761661572889848,0.23860466480255127,new,new
4,0.27534298463301227,0.23851616382598878,new,new
4,0.2782373211600564,0.23848352432250977,new,new
4,0.27738798748363147,0.2405322313308716,new,new
4,0.2766896811398593,0.240433406829834,new,new
4,0.278771617195823,0.24036831855773927,new,new
4,0.2775244279341264,0.24090929031372071,new,new
4,0.2795841477134011,0.24426331520080566,new,new
4,0.2909558252854781,0.24939239025115967,new,new
4,0.27704884789206763,0.24071071147918702,new,new
4,0.27820129828019574,0.24189817905426025,new,new
4,0.27933957360007544,0.24369332790374756,new,new
4,0.2788304198871959,0.2431863307952881,new,new
4,0.2772699702869762,0.24058301448822023,new,new
4,0.27889362248507416,0.24261102676391602,new,new
4,0.27519364790482953,0.23869290351867675,new,new
4,0.2765298106453635,0.23951544761657714,new,new
4,0.2800900502638383,0.24201717376708984,new,new
4,0.274394382130016,0.2367612361907959,new,new
4,0.2366413636641069,0.28323574499650434,new,old
4,0.23725165020335803,0.28345569697293366,new,old
4,0.23925610022111374,0.28366186402060767,new,old
4,0.2381678494540128,0.28499687801707874,new,old
4,0.23819619959050958,0.28522686524824664,new,old
4,0.2391883893446489,0.28613435138355603,new,old
4,0.23795400966297497,0.2841326106678356,new,old
4,0.2397345412861217,0.2876964048905806,new,old
4,0.23876157673922452,0.28794687444513495,new,old
4,0.24211820689114658,0.2893499027598988,new,old
4,0.23949471386996182,0.2864307707006281,new,old
4,0.23951296372847122,0.2872202613136985,new,old
4,0.24118566513061523,0.28672580285505816,new,old
4,0.24145163189281116,0.28988506577231665,new,old
4,0.24038967219266025,0.28751002658497204,new,old
4,0.23922915892167526,0.28778045827692206,new,old
4,0.24108425053683194,0.28638772530989215,new,old
4,0.23825224963101474,0.286092303015969,new,old
4,0.23983437364751642,0.28679704666137695,new,old
4,0.24214109507474033,0.2899621833454479,new,old
4,0.23910873586481268,0.2860625006935813,new,old
4,0.23978313532742587,0.2878685647791082,new,old
4,0.23836606199091132,0.2852823084050959,new,old
4,0.23963791673833673,0.2863328456878662,new,old
4,0.23908604275096546,0.2860147302800959,new,old
4,0.2396641427820379,0.2870131189172918,new,old
4,0.23801181533119894,0.28648948669433594,new,old
4,0.23863935470581055,0.28482385115189984,new,old
4,0.23726740750399503,0.284087137742476,new,old
4,0.2380513928153298,0.28560181097550824,new,old
4,0.23811335997147995,0.2866093028675426,new,old
4,0.23759187351573596,0.28550184856761585,new,old
4,0.23958420753479004,0.28575960072604095,new,old
4,0.23920403827320447,0.2864331982352517,new,old
4,0.2380459742112593,0.28550041805614124,new,old
4,0.23767828941345215,0.2844094363125888,new,old
4,0.23897598006508566,0.2853019887750799,new,old
4,0.23775906996293503,0.2847019108858975,new,old
4,0.23933893984014337,0.2848321524533359,new,old
4,0.2391724152998491,0.2859986045143821,new,old
4,0.23906755447387695,0.28580089048905805,new,old
4,0.24159041318026456,0.289177114313299,new,old
4,0.23669643835587936,0.2835976860739968,new,old
4,0.2371309453790838,0.28503942489624023,new,old
4,0.2407447641546076,0.2876130667599765,new,old
4,0.23962610418146307,0.287030198357322,new,old
4,0.2377215732227672,0.28462078354575415,new,old
4,0.23833851380781693,0.28503890471024945,new,old
4,0.2390932169827548,0.28665791858326306,new,old
4,0.23931472951715643,0.28667027300054376,new,old
